ts,date,year,month,day,hour,minute,tz,hour_cer,day_cer
2010-03-25 12:30:00+00:00,2010-03-25,2010,3,25,12,30,GMT,26,449
2010-03-25 13:00:00+00:00,2010-03-25,2010,3,25,13,0,GMT,27,449
2010-03-25 13:30:00+00:00,2010-03-25,2010,3,25,13,30,GMT,28,449
2010-03-25 14:00:00+00:00,2010-03-25,2010,3,25,14,0,GMT,29,449
2010-03-25 14:30:00+00:00,2010-03-25,2010,3,25,14,30,GMT,30,449
2010-03-25 15:00:00+00:00,2010-03-25,2010,3,25,15,0,GMT,31,449
2010-03-25 15:30:00+00:00,2010-03-25,2010,3,25,15,30,GMT,32,449
2010-03-25 16:00:00+00:00,2010-03-25,2010,3,25,16,0,GMT,33,449
2010-03-25 16:30:00+00:00,2010-03-25,2010,3,25,16,30,GMT,34,449
2010-03-25 17:00:00+00:00,2010-03-25,2010,3,25,17,0,GMT,35,449
2010-03-25 17:30:00+00:00,2010-03-25,2010,3,25,17,30,GMT,36,449
2010-03-25 18:00:00+00:00,2010-03-25,2010,3,25,18,0,GMT,37,449
2010-03-25 18:30:00+00:00,2010-03-25,2010,3,25,18,30,GMT,38,449
2010-03-25 19:00:00+00:00,2010-03-25,2010,3,25,19,0,GMT,39,449
2010-03-25 19:30:00+00:00,2010-03-25,2010,3,25,19,30,GMT,40,449
2010-03-25 20:00:00+00:00,2010-03-25,2010,3,25,20,0,GMT,41,449
2010-03-25 20:30:00+00:00,2010-03-25,2010,3,25,20,30,GMT,42,449
2010-03-25 21:00:00+00:00,2010-03-25,2010,3,25,21,0,GMT,43,449
2010-03-25 21:30:00+00:00,2010-03-25,2010,3,25,21,30,GMT,44,449
2010-03-25 22:00:00+00:00,2010-03-25,2010,3,25,22,0,GMT,45,449
2010-03-25 22:30:00+00:00,2010-03-25,2010,3,25,22,30,GMT,46,449
2010-03-25 23:00:00+00:00,2010-03-25,2010,3,25,23,0,GMT,47,449
2010-03-25 23:30:00+00:00,2010-03-25,2010,3,25,23,30,GMT,48,449
2010-03-26 00:00:00+00:00,2010-03-26,2010,3,26,0,0,GMT,1,450
2010-03-26 00:30:00+00:00,2010-03-26,2010,3,26,0,30,GMT,2,450
2010-03-26 01:00:00+00:00,2010-03-26,2010,3,26,1,0,GMT,3,450
2010-03-26 01:30:00+00:00,2010-03-26,2010,3,26,1,30,GMT,4,450
2010-03-26 02:00:00+00:00,2010-03-26,2010,3,26,2,0,GMT,5,450
2010-03-26 02:30:00+00:00,2010-03-26,2010,3,26,2,30,GMT,6,450
2010-03-26 03:00:00+00:00,2010-03-26,2010,3,26,3,0,GMT,7,450
2010-03-26 03:30:00+00:00,2010-03-26,2010,3,26,3,30,GMT,8,450
2010-03-26 04:00:00+00:00,2010-03-26,2010,3,26,4,0,GMT,9,450
2010-03-26 04:30:00+00:00,2010-03-26,2010,3,26,4,30,GMT,10,450
2010-03-26 05:00:00+00:00,2010-03-26,2010,3,26,5,0,GMT,11,450
2010-03-26 05:30:00+00:00,2010-03-26,2010,3,26,5,30,GMT,12,450
2010-03-26 06:00:00+00:00,2010-03-26,2010,3,26,6,0,GMT,13,450
2010-03-26 06:30:00+00:00,2010-03-26,2010,3,26,6,30,GMT,14,450
2010-03-26 07:00:00+00:00,2010-03-26,2010,3,26,7,0,GMT,15,450
2010-03-26 07:30:00+00:00,2010-03-26,2010,3,26,7,30,GMT,16,450
2010-03-26 08:00:00+00:00,2010-03-26,2010,3,26,8,0,GMT,17,450
2010-03-26 08:30:00+00:00,2010-03-26,2010,3,26,8,30,GMT,18,450
2010-03-26 09:00:00+00:00,2010-03-26,2010,3,26,9,0,GMT,19,450
2010-03-26 09:30:00+00:00,2010-03-26,2010,3,26,9,30,GMT,20,450
2010-03-26 10:00:00+00:00,2010-03-26,2010,3,26,10,0,GMT,21,450
2010-03-26 10:30:00+00:00,2010-03-26,2010,3,26,10,30,GMT,22,450
2010-03-26 11:00:00+00:00,2010-03-26,2010,3,26,11,0,GMT,23,450
2010-03-26 11:30:00+00:00,2010-03-26,2010,3,26,11,30,GMT,24,450
2010-03-26 12:00:00+00:00,2010-03-26,2010,3,26,12,0,GMT,25,450
2010-03-26 12:30:00+00:00,2010-03-26,2010,3,26,12,30,GMT,26,450
2010-03-26 13:00:00+00:00,2010-03-26,2010,3,26,13,0,GMT,27,450
2010-03-26 13:30:00+00:00,2010-03-26,2010,3,26,13,30,GMT,28,450
2010-03-26 14:00:00+00:00,2010-03-26,2010,3,26,14,0,GMT,29,450
2010-03-26 14:30:00+00:00,2010-03-26,2010,3,26,14,30,GMT,30,450
2010-03-26 15:00:00+00:00,2010-03-26,2010,3,26,15,0,GMT,31,450
2010-03-26 15:30:00+00:00,2010-03-26,2010,3,26,15,30,GMT,32,450
2010-03-26 16:00:00+00:00,2010-03-26,2010,3,26,16,0,GMT,33,450
2010-03-26 16:30:00+00:00,2010-03-26,2010,3,26,16,30,GMT,34,450
2010-03-26 17:00:00+00:00,2010-03-26,2010,3,26,17,0,GMT,35,450
2010-03-26 17:30:00+00:00,2010-03-26,2010,3,26,17,30,GMT,36,450
2010-03-26 18:00:00+00:00,2010-03-26,2010,3,26,18,0,GMT,37,450
2010-03-26 18:30:00+00:00,2010-03-26,2010,3,26,18,30,GMT,38,450
2010-03-26 19:00:00+00:00,2010-03-26,2010,3,26,19,0,GMT,39,450
2010-03-26 19:30:00+00:00,2010-03-26,2010,3,26,19,30,GMT,40,450
2010-03-26 20:00:00+00:00,2010-03-26,2010,3,26,20,0,GMT,41,450
2010-03-26 20:30:00+00:00,2010-03-26,2010,3,26,20,30,GMT,42,450
2010-03-26 21:00:00+00:00,2010-03-26,2010,3,26,21,0,GMT,43,450
2010-03-26 21:30:00+00:00,2010-03-26,2010,3,26,21,30,GMT,44,450
2010-03-26 22:00:00+00:00,2010-03-26,2010,3,26,22,0,GMT,45,450
2010-03-26 22:30:00+00:00,2010-03-26,2010,3,26,22,30,GMT,46,450
2010-03-26 23:00:00+00:00,2010-03-26,2010,3,26,23,0,GMT,47,450
2010-03-26 23:30:00+00:00,2010-03-26,2010,3,26,23,30,GMT,48,450
2010-03-27 00:00:00+00:00,2010-03-27,2010,3,27,0,0,GMT,1,451
2010-03-27 00:30:00+00:00,2010-03-27,2010,3,27,0,30,GMT,2,451
2010-03-27 01:00:00+00:00,2010-03-27,2010,3,27,1,0,GMT,3,451
2010-03-27 01:30:00+00:00,2010-03-27,2010,3,27,1,30,GMT,4,451
2010-03-27 02:00:00+00:00,2010-03-27,2010,3,27,2,0,GMT,5,451
2010-03-27 02:30:00+00:00,2010-03-27,2010,3,27,2,30,GMT,6,451
2010-03-27 03:00:00+00:00,2010-03-27,2010,3,27,3,0,GMT,7,451
2010-03-27 03:30:00+00:00,2010-03-27,2010,3,27,3,30,GMT,8,451
2010-03-27 04:00:00+00:00,2010-03-27,2010,3,27,4,0,GMT,9,451
2010-03-27 04:30:00+00:00,2010-03-27,2010,3,27,4,30,GMT,10,451
2010-03-27 05:00:00+00:00,2010-03-27,2010,3,27,5,0,GMT,11,451
2010-03-27 05:30:00+00:00,2010-03-27,2010,3,27,5,30,GMT,12,451
2010-03-27 06:00:00+00:00,2010-03-27,2010,3,27,6,0,GMT,13,451
2010-03-27 06:30:00+00:00,2010-03-27,2010,3,27,6,30,GMT,14,451
2010-03-27 07:00:00+00:00,2010-03-27,2010,3,27,7,0,GMT,15,451
2010-03-27 07:30:00+00:00,2010-03-27,2010,3,27,7,30,GMT,16,451
2010-03-27 08:00:00+00:00,2010-03-27,2010,3,27,8,0,GMT,17,451
2010-03-27 08:30:00+00:00,2010-03-27,2010,3,27,8,30,GMT,18,451
2010-03-27 09:00:00+00:00,2010-03-27,2010,3,27,9,0,GMT,19,451
2010-03-27 09:30:00+00:00,2010-03-27,2010,3,27,9,30,GMT,20,451
2010-03-27 10:00:00+00:00,2010-03-27,2010,3,27,10,0,GMT,21,451
2010-03-27 10:30:00+00:00,2010-03-27,2010,3,27,10,30,GMT,22,451
2010-03-27 11:00:00+00:00,2010-03-27,2010,3,27,11,0,GMT,23,451
2010-03-27 11:30:00+00:00,2010-03-27,2010,3,27,11,30,GMT,24,451
2010-03-27 12:00:00+00:00,2010-03-27,2010,3,27,12,0,GMT,25,451
2010-03-27 12:30:00+00:00,2010-03-27,2010,3,27,12,30,GMT,26,451
2010-03-27 13:00:00+00:00,2010-03-27,2010,3,27,13,0,GMT,27,451
2010-03-27 13:30:00+00:00,2010-03-27,2010,3,27,13,30,GMT,28,451
2010-03-27 14:00:00+00:00,2010-03-27,2010,3,27,14,0,GMT,29,451
2010-03-27 14:30:00+00:00,2010-03-27,2010,3,27,14,30,GMT,30,451
2010-03-27 15:00:00+00:00,2010-03-27,2010,3,27,15,0,GMT,31,451
2010-03-27 15:30:00+00:00,2010-03-27,2010,3,27,15,30,GMT,32,451
2010-03-27 16:00:00+00:00,2010-03-27,2010,3,27,16,0,GMT,33,451
2010-03-27 16:30:00+00:00,2010-03-27,2010,3,27,16,30,GMT,34,451
2010-03-27 17:00:00+00:00,2010-03-27,2010,3,27,17,0,GMT,35,451
2010-03-27 17:30:00+00:00,2010-03-27,2010,3,27,17,30,GMT,36,451
2010-03-27 18:00:00+00:00,2010-03-27,2010,3,27,18,0,GMT,37,451
2010-03-27 18:30:00+00:00,2010-03-27,2010,3,27,18,30,GMT,38,451
2010-03-27 19:00:00+00:00,2010-03-27,2010,3,27,19,0,GMT,39,451
2010-03-27 19:30:00+00:00,2010-03-27,2010,3,27,19,30,GMT,40,451
2010-03-27 20:00:00+00:00,2010-03-27,2010,3,27,20,0,GMT,41,451
2010-03-27 20:30:00+00:00,2010-03-27,2010,3,27,20,30,GMT,42,451
2010-03-27 21:00:00+00:00,2010-03-27,2010,3,27,21,0,GMT,43,451
2010-03-27 21:30:00+00:00,2010-03-27,2010,3,27,21,30,GMT,44,451
2010-03-27 22:00:00+00:00,2010-03-27,2010,3,27,22,0,GMT,45,451
2010-03-27 22:30:00+00:00,2010-03-27,2010,3,27,22,30,GMT,46,451
2010-03-27 23:00:00+00:00,2010-03-27,2010,3,27,23,0,GMT,47,451
2010-03-27 23:30:00+00:00,2010-03-27,2010,3,27,23,30,GMT,48,451
2010-03-28 00:00:00+00:00,2010-03-28,2010,3,28,0,0,GMT,1,452
2010-03-28 00:30:00+00:00,2010-03-28,2010,3,28,0,30,GMT,4,452
2010-03-28 02:00:00+01:00,2010-03-28,2010,3,28,2,0,IST,5,452
2010-03-28 02:30:00+01:00,2010-03-28,2010,3,28,2,30,IST,6,452
2010-03-28 03:00:00+01:00,2010-03-28,2010,3,28,3,0,IST,7,452
2010-03-28 03:30:00+01:00,2010-03-28,2010,3,28,3,30,IST,8,452
2010-03-28 04:00:00+01:00,2010-03-28,2010,3,28,4,0,IST,9,452
2010-03-28 04:30:00+01:00,2010-03-28,2010,3,28,4,30,IST,10,452
2010-03-28 05:00:00+01:00,2010-03-28,2010,3,28,5,0,IST,11,452
2010-03-28 05:30:00+01:00,2010-03-28,2010,3,28,5,30,IST,12,452
2010-03-28 06:00:00+01:00,2010-03-28,2010,3,28,6,0,IST,13,452
2010-03-28 06:30:00+01:00,2010-03-28,2010,3,28,6,30,IST,14,452
2010-03-28 07:00:00+01:00,2010-03-28,2010,3,28,7,0,IST,15,452
2010-03-28 07:30:00+01:00,2010-03-28,2010,3,28,7,30,IST,16,452
2010-03-28 08:00:00+01:00,2010-03-28,2010,3,28,8,0,IST,17,452
2010-03-28 08:30:00+01:00,2010-03-28,2010,3,28,8,30,IST,18,452
2010-03-28 09:00:00+01:00,2010-03-28,2010,3,28,9,0,IST,19,452
2010-03-28 09:30:00+01:00,2010-03-28,2010,3,28,9,30,IST,20,452
2010-03-28 10:00:00+01:00,2010-03-28,2010,3,28,10,0,IST,21,452
2010-03-28 10:30:00+01:00,2010-03-28,2010,3,28,10,30,IST,22,452
2010-03-28 11:00:00+01:00,2010-03-28,2010,3,28,11,0,IST,23,452
2010-03-28 11:30:00+01:00,2010-03-28,2010,3,28,11,30,IST,24,452
2010-03-28 12:00:00+01:00,2010-03-28,2010,3,28,12,0,IST,25,452
2010-03-28 12:30:00+01:00,2010-03-28,2010,3,28,12,30,IST,26,452
2010-03-28 13:00:00+01:00,2010-03-28,2010,3,28,13,0,IST,27,452
2010-03-28 13:30:00+01:00,2010-03-28,2010,3,28,13,30,IST,28,452
2010-03-28 14:00:00+01:00,2010-03-28,2010,3,28,14,0,IST,29,452
2010-03-28 14:30:00+01:00,2010-03-28,2010,3,28,14,30,IST,30,452
2010-03-28 15:00:00+01:00,2010-03-28,2010,3,28,15,0,IST,31,452
2010-03-28 15:30:00+01:00,2010-03-28,2010,3,28,15,30,IST,32,452
2010-03-28 16:00:00+01:00,2010-03-28,2010,3,28,16,0,IST,33,452
2010-03-28 16:30:00+01:00,2010-03-28,2010,3,28,16,30,IST,34,452
2010-03-28 17:00:00+01:00,2010-03-28,2010,3,28,17,0,IST,35,452
2010-03-28 17:30:00+01:00,2010-03-28,2010,3,28,17,30,IST,36,452
2010-03-28 18:00:00+01:00,2010-03-28,2010,3,28,18,0,IST,37,452
2010-03-28 18:30:00+01:00,2010-03-28,2010,3,28,18,30,IST,38,452
2010-03-28 19:00:00+01:00,2010-03-28,2010,3,28,19,0,IST,39,452
2010-03-28 19:30:00+01:00,2010-03-28,2010,3,28,19,30,IST,40,452
2010-03-28 20:00:00+01:00,2010-03-28,2010,3,28,20,0,IST,41,452
2010-03-28 20:30:00+01:00,2010-03-28,2010,3,28,20,30,IST,42,452
2010-03-28 21:00:00+01:00,2010-03-28,2010,3,28,21,0,IST,43,452
2010-03-28 21:30:00+01:00,2010-03-28,2010,3,28,21,30,IST,44,452
2010-03-28 22:00:00+01:00,2010-03-28,2010,3,28,22,0,IST,45,452
2010-03-28 22:30:00+01:00,2010-03-28,2010,3,28,22,30,IST,46,452
2010-03-28 23:00:00+01:00,2010-03-28,2010,3,28,23,0,IST,47,452
2010-03-28 23:30:00+01:00,2010-03-28,2010,3,28,23,30,IST,48,452
2010-03-29 00:00:00+01:00,2010-03-29,2010,3,29,0,0,IST,1,453
2010-03-29 00:30:00+01:00,2010-03-29,2010,3,29,0,30,IST,2,453
2010-03-29 01:00:00+01:00,2010-03-29,2010,3,29,1,0,IST,3,453
2010-03-29 01:30:00+01:00,2010-03-29,2010,3,29,1,30,IST,4,453
2010-03-29 02:00:00+01:00,2010-03-29,2010,3,29,2,0,IST,5,453
2010-03-29 02:30:00+01:00,2010-03-29,2010,3,29,2,30,IST,6,453
2010-03-29 03:00:00+01:00,2010-03-29,2010,3,29,3,0,IST,7,453
2010-03-29 03:30:00+01:00,2010-03-29,2010,3,29,3,30,IST,8,453
2010-03-29 04:00:00+01:00,2010-03-29,2010,3,29,4,0,IST,9,453
2010-03-29 04:30:00+01:00,2010-03-29,2010,3,29,4,30,IST,10,453
2010-03-29 05:00:00+01:00,2010-03-29,2010,3,29,5,0,IST,11,453
2010-03-29 05:30:00+01:00,2010-03-29,2010,3,29,5,30,IST,12,453
2010-03-29 06:00:00+01:00,2010-03-29,2010,3,29,6,0,IST,13,453
2010-03-29 06:30:00+01:00,2010-03-29,2010,3,29,6,30,IST,14,453
2010-03-29 07:00:00+01:00,2010-03-29,2010,3,29,7,0,IST,15,453
2010-03-29 07:30:00+01:00,2010-03-29,2010,3,29,7,30,IST,16,453
2010-03-29 08:00:00+01:00,2010-03-29,2010,3,29,8,0,IST,17,453
2010-03-29 08:30:00+01:00,2010-03-29,2010,3,29,8,30,IST,18,453
2010-03-29 09:00:00+01:00,2010-03-29,2010,3,29,9,0,IST,19,453
2010-03-29 09:30:00+01:00,2010-03-29,2010,3,29,9,30,IST,20,453
2010-03-29 10:00:00+01:00,2010-03-29,2010,3,29,10,0,IST,21,453
2010-03-29 10:30:00+01:00,2010-03-29,2010,3,29,10,30,IST,22,453
2010-03-29 11:00:00+01:00,2010-03-29,2010,3,29,11,0,IST,23,453
2010-03-29 11:30:00+01:00,2010-03-29,2010,3,29,11,30,IST,24,453
2010-03-29 12:00:00+01:00,2010-03-29,2010,3,29,12,0,IST,25,453
2010-03-29 12:30:00+01:00,2010-03-29,2010,3,29,12,30,IST,26,453
2010-03-29 13:00:00+01:00,2010-03-29,2010,3,29,13,0,IST,27,453
2010-03-29 13:30:00+01:00,2010-03-29,2010,3,29,13,30,IST,28,453
2010-03-29 14:00:00+01:00,2010-03-29,2010,3,29,14,0,IST,29,453
2010-03-29 14:30:00+01:00,2010-03-29,2010,3,29,14,30,IST,30,453
2010-03-29 15:00:00+01:00,2010-03-29,2010,3,29,15,0,IST,31,453
2010-03-29 15:30:00+01:00,2010-03-29,2010,3,29,15,30,IST,32,453
2010-03-29 16:00:00+01:00,2010-03-29,2010,3,29,16,0,IST,33,453
2010-03-29 16:30:00+01:00,2010-03-29,2010,3,29,16,30,IST,34,453
2010-03-29 17:00:00+01:00,2010-03-29,2010,3,29,17,0,IST,35,453
2010-03-29 17:30:00+01:00,2010-03-29,2010,3,29,17,30,IST,36,453
2010-03-29 18:00:00+01:00,2010-03-29,2010,3,29,18,0,IST,37,453
2010-03-29 18:30:00+01:00,2010-03-29,2010,3,29,18,30,IST,38,453
2010-03-29 19:00:00+01:00,2010-03-29,2010,3,29,19,0,IST,39,453
2010-03-29 19:30:00+01:00,2010-03-29,2010,3,29,19,30,IST,40,453
2010-03-29 20:00:00+01:00,2010-03-29,2010,3,29,20,0,IST,41,453
2010-03-29 20:30:00+01:00,2010-03-29,2010,3,29,20,30,IST,42,453
2010-03-29 21:00:00+01:00,2010-03-29,2010,3,29,21,0,IST,43,453
2010-03-29 21:30:00+01:00,2010-03-29,2010,3,29,21,30,IST,44,453
2010-03-29 22:00:00+01:00,2010-03-29,2010,3,29,22,0,IST,45,453
2010-03-29 22:30:00+01:00,2010-03-29,2010,3,29,22,30,IST,46,453
2010-03-29 23:00:00+01:00,2010-03-29,2010,3,29,23,0,IST,47,453
2010-03-29 23:30:00+01:00,2010-03-29,2010,3,29,23,30,IST,48,453
2010-03-30 00:00:00+01:00,2010-03-30,2010,3,30,0,0,IST,1,454
2010-03-30 00:30:00+01:00,2010-03-30,2010,3,30,0,30,IST,2,454
2010-03-30 01:00:00+01:00,2010-03-30,2010,3,30,1,0,IST,3,454
2010-03-30 01:30:00+01:00,2010-03-30,2010,3,30,1,30,IST,4,454
2010-03-30 02:00:00+01:00,2010-03-30,2010,3,30,2,0,IST,5,454
2010-03-30 02:30:00+01:00,2010-03-30,2010,3,30,2,30,IST,6,454
2010-03-30 03:00:00+01:00,2010-03-30,2010,3,30,3,0,IST,7,454
2010-03-30 03:30:00+01:00,2010-03-30,2010,3,30,3,30,IST,8,454
2010-03-30 04:00:00+01:00,2010-03-30,2010,3,30,4,0,IST,9,454
2010-03-30 04:30:00+01:00,2010-03-30,2010,3,30,4,30,IST,10,454
2010-03-30 05:00:00+01:00,2010-03-30,2010,3,30,5,0,IST,11,454
2010-03-30 05:30:00+01:00,2010-03-30,2010,3,30,5,30,IST,12,454
2010-03-30 06:00:00+01:00,2010-03-30,2010,3,30,6,0,IST,13,454
2010-03-30 06:30:00+01:00,2010-03-30,2010,3,30,6,30,IST,14,454
2010-03-30 07:00:00+01:00,2010-03-30,2010,3,30,7,0,IST,15,454
2010-03-30 07:30:00+01:00,2010-03-30,2010,3,30,7,30,IST,16,454
2010-03-30 08:00:00+01:00,2010-03-30,2010,3,30,8,0,IST,17,454
2010-03-30 08:30:00+01:00,2010-03-30,2010,3,30,8,30,IST,18,454
2010-03-30 09:00:00+01:00,2010-03-30,2010,3,30,9,0,IST,19,454
2010-03-30 09:30:00+01:00,2010-03-30,2010,3,30,9,30,IST,20,454
2010-03-30 10:00:00+01:00,2010-03-30,2010,3,30,10,0,IST,21,454
2010-03-30 10:30:00+01:00,2010-03-30,2010,3,30,10,30,IST,22,454
2010-03-30 11:00:00+01:00,2010-03-30,2010,3,30,11,0,IST,23,454
2010-03-30 11:30:00+01:00,2010-03-30,2010,3,30,11,30,IST,24,454
2010-03-30 12:00:00+01:00,2010-03-30,2010,3,30,12,0,IST,25,454
2010-03-30 12:30:00+01:00,2010-03-30,2010,3,30,12,30,IST,26,454
2010-03-30 13:00:00+01:00,2010-03-30,2010,3,30,13,0,IST,27,454
2010-03-30 13:30:00+01:00,2010-03-30,2010,3,30,13,30,IST,28,454
2010-03-30 14:00:00+01:00,2010-03-30,2010,3,30,14,0,IST,29,454
2010-03-30 14:30:00+01:00,2010-03-30,2010,3,30,14,30,IST,30,454
2010-03-30 15:00:00+01:00,2010-03-30,2010,3,30,15,0,IST,31,454
2010-03-30 15:30:00+01:00,2010-03-30,2010,3,30,15,30,IST,32,454
2010-03-30 16:00:00+01:00,2010-03-30,2010,3,30,16,0,IST,33,454
2010-03-30 16:30:00+01:00,2010-03-30,2010,3,30,16,30,IST,34,454
2010-03-30 17:00:00+01:00,2010-03-30,2010,3,30,17,0,IST,35,454
2010-03-30 17:30:00+01:00,2010-03-30,2010,3,30,17,30,IST,36,454
2010-03-30 18:00:00+01:00,2010-03-30,2010,3,30,18,0,IST,37,454
2010-03-30 18:30:00+01:00,2010-03-30,2010,3,30,18,30,IST,38,454
2010-03-30 19:00:00+01:00,2010-03-30,2010,3,30,19,0,IST,39,454
2010-03-30 19:30:00+01:00,2010-03-30,2010,3,30,19,30,IST,40,454
2010-03-30 20:00:00+01:00,2010-03-30,2010,3,30,20,0,IST,41,454
2010-03-30 20:30:00+01:00,2010-03-30,2010,3,30,20,30,IST,42,454
2010-03-30 21:00:00+01:00,2010-03-30,2010,3,30,21,0,IST,43,454
2010-03-30 21:30:00+01:00,2010-03-30,2010,3,30,21,30,IST,44,454
2010-03-30 22:00:00+01:00,2010-03-30,2010,3,30,22,0,IST,45,454
2010-03-30 22:30:00+01:00,2010-03-30,2010,3,30,22,30,IST,46,454
2010-03-30 23:00:00+01:00,2010-03-30,2010,3,30,23,0,IST,47,454
2010-03-30 23:30:00+01:00,2010-03-30,2010,3,30,23,30,IST,48,454
2010-03-31 00:00:00+01:00,2010-03-31,2010,3,31,0,0,IST,1,455
2010-03-31 00:30:00+01:00,2010-03-31,2010,3,31,0,30,IST,2,455
2010-03-31 01:00:00+01:00,2010-03-31,2010,3,31,1,0,IST,3,455
2010-03-31 01:30:00+01:00,2010-03-31,2010,3,31,1,30,IST,4,455
2010-03-31 02:00:00+01:00,2010-03-31,2010,3,31,2,0,IST,5,455
2010-03-31 02:30:00+01:00,2010-03-31,2010,3,31,2,30,IST,6,455
2010-03-31 03:00:00+01:00,2010-03-31,2010,3,31,3,0,IST,7,455
2010-03-31 03:30:00+01:00,2010-03-31,2010,3,31,3,30,IST,8,455
2010-03-31 04:00:00+01:00,2010-03-31,2010,3,31,4,0,IST,9,455
2010-03-31 04:30:00+01:00,2010-03-31,2010,3,31,4,30,IST,10,455
2010-03-31 05:00:00+01:00,2010-03-31,2010,3,31,5,0,IST,11,455
2010-03-31 05:30:00+01:00,2010-03-31,2010,3,31,5,30,IST,12,455
2010-03-31 06:00:00+01:00,2010-03-31,2010,3,31,6,0,IST,13,455
2010-03-31 06:30:00+01:00,2010-03-31,2010,3,31,6,30,IST,14,455
2010-03-31 07:00:00+01:00,2010-03-31,2010,3,31,7,0,IST,15,455
2010-03-31 07:30:00+01:00,2010-03-31,2010,3,31,7,30,IST,16,455
2010-03-31 08:00:00+01:00,2010-03-31,2010,3,31,8,0,IST,17,455
2010-03-31 08:30:00+01:00,2010-03-31,2010,3,31,8,30,IST,18,455
2010-03-31 09:00:00+01:00,2010-03-31,2010,3,31,9,0,IST,19,455
2010-03-31 09:30:00+01:00,2010-03-31,2010,3,31,9,30,IST,20,455
2010-03-31 10:00:00+01:00,2010-03-31,2010,3,31,10,0,IST,21,455
2010-03-31 10:30:00+01:00,2010-03-31,2010,3,31,10,30,IST,22,455
2010-03-31 11:00:00+01:00,2010-03-31,2010,3,31,11,0,IST,23,455
2010-03-31 11:30:00+01:00,2010-03-31,2010,3,31,11,30,IST,24,455
2010-03-31 12:00:00+01:00,2010-03-31,2010,3,31,12,0,IST,25,455
2010-03-31 12:30:00+01:00,2010-03-31,2010,3,31,12,30,IST,26,455
2010-03-31 13:00:00+01:00,2010-03-31,2010,3,31,13,0,IST,27,455
2010-03-31 13:30:00+01:00,2010-03-31,2010,3,31,13,30,IST,28,455
2010-03-31 14:00:00+01:00,2010-03-31,2010,3,31,14,0,IST,29,455
2010-03-31 14:30:00+01:00,2010-03-31,2010,3,31,14,30,IST,30,455
2010-03-31 15:00:00+01:00,2010-03-31,2010,3,31,15,0,IST,31,455
2010-03-31 15:30:00+01:00,2010-03-31,2010,3,31,15,30,IST,32,455
2010-03-31 16:00:00+01:00,2010-03-31,2010,3,31,16,0,IST,33,455
2010-03-31 16:30:00+01:00,2010-03-31,2010,3,31,16,30,IST,34,455
2010-03-31 17:00:00+01:00,2010-03-31,2010,3,31,17,0,IST,35,455
2010-03-31 17:30:00+01:00,2010-03-31,2010,3,31,17,30,IST,36,455
2010-03-31 18:00:00+01:00,2010-03-31,2010,3,31,18,0,IST,37,455
2010-03-31 18:30:00+01:00,2010-03-31,2010,3,31,18,30,IST,38,455
2010-03-31 19:00:00+01:00,2010-03-31,2010,3,31,19,0,IST,39,455
2010-03-31 19:30:00+01:00,2010-03-31,2010,3,31,19,30,IST,40,455
2010-03-31 20:00:00+01:00,2010-03-31,2010,3,31,20,0,IST,41,455
2010-03-31 20:30:00+01:00,2010-03-31,2010,3,31,20,30,IST,42,455
2010-03-31 21:00:00+01:00,2010-03-31,2010,3,31,21,0,IST,43,455
2010-03-31 21:30:00+01:00,2010-03-31,2010,3,31,21,30,IST,44,455
2010-03-31 22:00:00+01:00,2010-03-31,2010,3,31,22,0,IST,45,455
2010-03-31 22:30:00+01:00,2010-03-31,2010,3,31,22,30,IST,46,455
2010-03-31 23:00:00+01:00,2010-03-31,2010,3,31,23,0,IST,47,455
2010-03-31 23:30:00+01:00,2010-03-31,2010,3,31,23,30,IST,48,455
2010-04-01 00:00:00+01:00,2010-04-01,2010,4,1,0,0,IST,1,456
2010-04-01 00:30:00+01:00,2010-04-01,2010,4,1,0,30,IST,2,456
2010-04-01 01:00:00+01:00,2010-04-01,2010,4,1,1,0,IST,3,456
2010-04-01 01:30:00+01:00,2010-04-01,2010,4,1,1,30,IST,4,456
2010-04-01 02:00:00+01:00,2010-04-01,2010,4,1,2,0,IST,5,456
2010-04-01 02:30:00+01:00,2010-04-01,2010,4,1,2,30,IST,6,456
2010-04-01 03:00:00+01:00,2010-04-01,2010,4,1,3,0,IST,7,456
2010-04-01 03:30:00+01:00,2010-04-01,2010,4,1,3,30,IST,8,456
2010-04-01 04:00:00+01:00,2010-04-01,2010,4,1,4,0,IST,9,456
2010-04-01 04:30:00+01:00,2010-04-01,2010,4,1,4,30,IST,10,456
2010-04-01 05:00:00+01:00,2010-04-01,2010,4,1,5,0,IST,11,456
2010-04-01 05:30:00+01:00,2010-04-01,2010,4,1,5,30,IST,12,456
2010-04-01 06:00:00+01:00,2010-04-01,2010,4,1,6,0,IST,13,456
2010-04-01 06:30:00+01:00,2010-04-01,2010,4,1,6,30,IST,14,456
2010-04-01 07:00:00+01:00,2010-04-01,2010,4,1,7,0,IST,15,456
2010-04-01 07:30:00+01:00,2010-04-01,2010,4,1,7,30,IST,16,456
2010-04-01 08:00:00+01:00,2010-04-01,2010,4,1,8,0,IST,17,456
2010-04-01 08:30:00+01:00,2010-04-01,2010,4,1,8,30,IST,18,456
2010-04-01 09:00:00+01:00,2010-04-01,2010,4,1,9,0,IST,19,456
2010-04-01 09:30:00+01:00,2010-04-01,2010,4,1,9,30,IST,20,456
