ID,tariff,stimulus,kwh_2009_08,kwh_2009_09,kwh_2009_10,kwh_2009_11,kwh_2009_12,kwh_2010_01,kwh_2010_02,kwh_2010_03,kwh_2010_04,D_200_2,D_300_2,D_300_3,D_300_4,D_300_5,D_300_6,D_300_7,D_310_2,D_310_3,D_310_4,D_310_5,D_310_6,D_310_7,D_405_2,D_401_2,D_401_3,D_401_4,D_401_5,D_401_6
4397,E,E,126.43699999999957,128.6259999999997,148.97449999999972,188.89300000000034,193.34899999999996,304.47349999999994,241.01649999999887,211.02800000000013,162.5165000000003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4403,E,E,204.60250000000008,193.56349999999995,193.60200000000006,216.78050000000013,238.56249999999991,219.89549999999997,197.2585,193.82950000000005,181.3225000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4433,E,E,196.24549999999988,153.18750000000014,258.8504999999996,272.4654999999998,286.7084999999996,300.652000000001,260.24500000000006,273.67400000000066,218.2965000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,E,E,468.31250000000006,453.6129999999995,586.2119999999996,639.2069999999985,855.7249999999999,817.7475000000015,804.3759999999999,705.9470000000006,630.4505000000004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4451,E,E,359.29149999999987,347.9220000000004,400.36650000000077,468.97899999999976,567.0399999999997,550.598000000001,436.7515000000006,393.7875,311.86550000000045,,,,,,,,,,,,,,,,,,,
4455,E,E,215.33549999999997,220.04149999999984,246.35999999999976,286.55350000000027,312.46099999999956,314.3369999999995,263.9049999999998,259.8284999999998,234.72950000000034,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4463,E,E,263.98849999999965,206.43149999999977,289.09800000000024,300.902,340.78150000000005,301.3064999999997,273.0084999999995,304.5270000000003,271.7319999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4469,E,E,234.9554999999999,237.03650000000013,270.91300000000064,290.9899999999996,379.94150000000025,343.1865000000001,275.04700000000065,279.1635000000004,235.77450000000016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4474,E,E,503.8844999999998,507.4985000000004,582.7605000000008,517.4989999999995,639.2860000000007,679.9289999999996,535.605,570.7015000000005,537.1885000000003,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4477,E,E,377.33050000000003,295.8325000000004,330.247,356.615,497.7199999999996,458.28900000000056,372.4870000000008,356.5950000000004,293.94050000000004,,,,,,,,,,,,,,,,,,,
4489,E,E,282.6240000000001,257.38500000000033,244.58549999999983,231.82600000000022,267.10899999999987,237.48850000000044,223.91449999999998,263.0945000000001,253.29800000000037,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4491,E,E,323.39149999999995,370.3194999999999,435.9794999999996,502.59249999999946,525.833,463.0525,302.65550000000013,327.0334999999997,287.71349999999984,,,,,,,,,,,,,,,,,,,
4493,E,E,283.6859999999999,293.53100000000006,306.5610000000002,293.40800000000013,295.76250000000033,334.89550000000037,236.27550000000022,225.94750000000008,157.20899999999992,,,,,,,,,,,,,,,,,,,
4495,B,3,389.50000000000017,48.56449999999932,156.13000000000127,362.56100000000066,422.4559999999994,495.19300000000095,390.70249999999993,391.93050000000017,458.21500000000043,,,,,,,,,,,,,,,,,,,
4496,E,E,264.17100000000005,242.26549999999978,235.70299999999992,236.0220000000002,293.0009999999999,255.03999999999988,189.42050000000015,212.3024999999998,213.5790000000002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4503,E,E,186.6134999999998,199.0985,264.6319999999997,255.18999999999977,286.4899999999995,460.92750000000035,316.18999999999966,355.5405000000001,477.08649999999994,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4509,B,3,300.1014999999999,302.8020000000002,325.5329999999985,399.46450000000027,473.44000000000057,371.3609999999988,300.85299999999984,345.7319999999994,389.9210000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4517,E,E,172.0190000000001,133.20999999999944,184.44699999999983,238.8155000000002,302.94500000000016,364.84799999999933,297.97749999999996,263.2349999999993,198.59550000000004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4520,E,E,480.912999999999,436.77800000000025,488.79749999999996,452.57799999999986,514.2449999999998,511.4669999999995,508.39350000000024,524.4704999999996,483.02850000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4528,E,E,218.42250000000007,294.4309999999999,276.61899999999997,339.48950000000065,470.2630000000004,579.9915000000005,332.43250000000035,403.40450000000016,388.31749999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4546,E,E,34.64949999999999,23.398000000000376,29.062500000000348,27.596000000000082,78.52899999999967,148.69500000000167,17.58199999999996,7.239000000000101,8.292500000000102,,,,,,,,,,,,,,,,,,,
4547,E,E,337.68700000000064,311.5894999999998,339.59750000000076,330.7390000000002,367.46399999999994,372.93749999999983,238.12100000000024,265.2199999999996,242.45249999999984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4551,B,3,507.04700000000065,379.6854999999999,470.1335000000002,682.8250000000002,755.4185000000003,521.1464999999993,386.0040000000001,432.81249999999994,551.7224999999985,,,,,,,,,,,,,,,,,,,
4562,E,E,241.03700000000018,208.22100000000003,271.70299999999986,361.6269999999995,372.61800000000005,519.9889999999997,440.03299999999933,380.5165000000007,338.47900000000055,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4563,B,3,411.08600000000035,407.7324999999993,484.8445,509.8009999999997,656.143999999998,522.3529999999998,453.51899999999983,471.4704999999997,423.79799999999983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4575,E,E,237.97250000000008,245.19050000000016,283.635500000001,277.14200000000005,317.8965000000003,318.7460000000004,251.5344999999997,257.2935,248.39899999999997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4580,E,E,170.44199999999984,149.21000000000015,195.96949999999993,226.60800000000015,221.54049999999935,231.85600000000005,208.15649999999982,205.3465000000005,183.72949999999972,,,,,,,,,,,,,,,,,,,
4593,E,E,908.1030000000006,945.0059999999987,956.3740000000013,1276.6865000000003,1012.3785000000005,1015.9025000000015,846.0209999999987,888.7930000000001,773.0145000000014,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4609,E,E,101.89999999999947,98.33699999999982,93.24199999999988,126.00699999999934,25.432999999999982,35.87800000000001,27.33150000000002,14.503500000000177,12.607999999999981,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4620,E,E,537.8035000000002,525.5539999999994,566.9014999999977,666.482999999999,714.557499999999,692.606499999999,611.5095000000005,651.8785000000012,578.6240000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4625,E,E,124.56700000000001,116.17699999999996,121.60499999999998,112.9230000000001,127.48099999999981,140.61900000000009,121.58949999999989,137.61300000000014,136.3149999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4626,E,E,807.2674999999996,547.4659999999998,581.394,427.51149999999984,647.528000000001,693.2034999999995,561.2100000000008,989.0289999999994,623.3834999999992,,,,,,,,,,,,,,,,,,,
4634,E,E,192.2814999999992,227.85949999999997,227.81699999999995,256.6975,298.5504999999999,341.38549999999947,315.72599999999966,292.3604999999998,232.04150000000027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4635,E,E,405.12349999999924,376.22049999999894,356.3934999999993,321.1715000000004,416.1949999999999,371.23500000000024,285.968,319.63500000000033,336.11599999999976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4637,E,E,204.81999999999974,160.7379999999998,224.44300000000013,250.41399999999985,307.9189999999994,286.25599999999963,240.39799999999968,246.30699999999956,210.64199999999968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4639,B,3,525.0020000000001,561.4404999999997,553.9314999999995,649.9404999999994,772.5870000000004,838.4910000000009,670.2400000000018,720.2865000000004,597.199499999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4640,E,E,202.12349999999998,180.73399999999978,198.4530000000004,264.1239999999997,227.4305,203.35049999999953,173.18299999999965,278.5934999999992,237.61299999999991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4644,E,E,126.60200000000007,350.43350000000044,440.34049999999945,567.3385000000002,550.0120000000003,583.6445000000002,643.3859999999997,512.7195,468.1374999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4648,E,E,461.88399999999916,492.0229999999996,601.0509999999992,671.9129999999998,807.4610000000002,807.7890000000007,616.8704999999997,614.8715000000009,550.4809999999991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4652,E,E,262.7305000000002,256.6525000000003,310.5314999999997,311.1749999999997,302.1784999999978,362.7159999999995,293.36649999999923,317.98799999999983,276.13850000000014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4655,E,E,387.6269999999999,378.34949999999935,438.06849999999923,390.2984999999997,512.0034999999997,506.73100000000045,447.8519999999999,461.9240000000001,407.5329999999995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4667,E,E,146.31299999999982,109.28849999999932,114.83799999999944,121.25100000000012,186.7714999999999,182.41950000000037,121.55949999999983,129.73249999999953,104.40399999999936,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4669,E,E,213.38699999999997,160.97149999999988,236.4045000000003,237.83000000000004,254.2110000000001,251.30300000000022,204.69950000000009,223.0045000000001,224.3884999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4671,E,E,87.78350000000013,81.58200000000008,93.33749999999992,126.28249999999974,164.04700000000022,177.2080000000004,124.66150000000007,139.13749999999962,95.73150000000018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4680,B,3,625.3439999999986,508.77700000000067,764.6244999999997,957.6059999999993,1270.1674999999993,1600.955,1000.7904999999997,879.0534999999982,626.4189999999999,,,,,,,,,,,,,,,,,,,
4691,E,E,514.3400000000005,539.8585,742.1094999999996,850.9954999999999,952.6600000000005,840.9299999999996,643.5165000000007,748.8005000000002,654.1625000000005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4693,E,E,483.99350000000027,383.23699999999997,462.94949999999966,503.3175000000008,787.1310000000004,798.3324999999996,589.3104999999997,556.9679999999994,461.3185000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4694,E,E,404.1230000000003,405.44299999999987,408.36199999999917,411.8259999999999,471.77000000000004,433.385000000001,347.4085000000004,332.6580000000004,325.36749999999984,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4697,E,E,315.94500000000033,279.4145000000005,361.099,324.078999999999,366.69599999999963,393.6870000000002,307.71550000000025,317.63300000000004,296.1450000000002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4698,E,E,243.17899999999992,171.20400000000004,222.88550000000026,220.68200000000004,307.84550000000036,498.4799999999997,187.67949999999973,237.77649999999994,214.08400000000017,,,,,,,,,,,,,,,,,,,
4703,B,3,88.18550000000005,97.52950000000003,91.07499999999999,105.2185000000002,120.66850000000001,144.36599999999984,89.1775000000001,123.17149999999984,85.11999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4708,E,E,672.1025,664.212000000001,687.4085000000005,655.1600000000004,779.8064999999996,740.9490000000008,643.0875000000003,691.4059999999996,611.7645000000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4711,E,E,256.55700000000013,254.5029999999996,337.5965000000002,325.2664999999999,538.5759999999989,435.88600000000076,292.21100000000007,271.8135,270.1460000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4712,E,E,553.0184999999984,648.1904999999999,770.0945000000003,759.5525000000005,807.3089999999994,907.1304999999977,1048.8525000000018,938.2784999999999,725.0694999999995,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4714,E,E,420.21599999999967,376.8855000000011,408.9980000000003,400.3260000000001,423.35650000000004,320.48800000000006,344.1060000000001,363.1295,331.5539999999997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4721,E,E,512.9889999999999,539.2584999999996,411.17000000000024,433.8600000000012,361.09100000000007,281.42650000000026,265.46200000000056,288.99499999999995,274.9360000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4725,E,E,72.06599999999995,55.507500000000036,69.72100000000005,85.97699999999983,89.19549999999975,93.08499999999972,85.98099999999974,89.32699999999977,67.68299999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4732,B,3,164.63600000000025,161.20550000000003,103.11699999999999,202.62299999999996,262.807,241.5919999999999,183.69249999999988,203.07349999999997,174.48900000000023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4733,E,E,91.71849999999998,93.86249999999946,65.48850000000016,72.06600000000023,73.92800000000034,97.28849999999991,66.9184999999998,87.21149999999972,84.51549999999965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4737,E,E,168.37050000000008,173.91450000000003,193.0094999999999,150.9164999999997,199.42799999999986,298.2204999999998,320.2180000000004,223.2975000000004,150.2460000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4746,E,E,343.68699999999944,374.79899999999964,370.24699999999973,383.0064999999994,390.21100000000007,400.6544999999999,310.99949999999956,308.97999999999973,322.33649999999983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4749,E,E,81.98249999999938,73.28450000000016,78.86950000000016,87.02299999999875,103.77099999999996,217.47449999999913,48.99650000000101,67.68499999999997,51.48299999999997,,,,,,,,,,,,,,,,,,,
4750,E,E,220.5179999999997,234.44850000000002,249.36549999999917,237.54999999999995,348.94549999999936,357.11899999999866,272.5415000000002,212.17100000000045,229.14650000000023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4755,E,E,420.64350000000036,405.3275000000004,372.04449999999963,432.3990000000003,498.6395000000007,463.9870000000002,405.54299999999967,441.7410000000004,415.93900000000014,,,,,,,,,,,,,,,,,,,
4758,E,E,298.4334999999999,325.5994999999998,366.58050000000117,480.84500000000105,603.5554999999995,438.5665000000007,291.7409999999999,390.58100000000104,286.7865000000018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4759,E,E,155.85100000000043,245.4930000000009,358.9860000000019,318.125500000001,258.0150000000008,277.5195000000009,246.6875000000007,417.108,225.96100000000027,,,,,,,,,,,,,,,,,,,
4769,B,3,629.9195000000002,667.6959999999989,741.5625000000001,1000.1324999999999,1107.3580000000002,1208.8984999999996,1067.057000000001,968.0759999999997,877.2664999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4771,E,E,37.07400000000003,47.59050000000029,41.72250000000015,20.930000000000252,13.26049999999994,12.936500000000025,11.911500000000029,32.360000000000305,45.93750000000053,,,,,,,,,,,,,,,,,,,
4778,E,E,506.7189999999989,494.5925000000002,533.284,590.7845000000007,585.8860000000011,553.0579999999995,558.4210000000008,474.98149999999976,497.2449999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4785,E,E,366.86799999999994,366.41600000000017,444.40700000000083,468.722,579.2589999999994,557.8185000000003,402.01199999999983,396.7105000000005,344.75850000000054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4791,E,E,73.70549999999994,76.33149999999989,107.3315000000002,161.91849999999988,196.0875000000002,183.24450000000033,211.4665000000003,127.82949999999995,101.37949999999988,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4799,E,E,163.8474999999997,186.75950000000023,90.04299999999999,139.2389999999999,192.25000000000014,271.9200000000005,185.83449999999954,158.16400000000002,56.6945000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4801,E,E,419.687,331.0549999999993,347.7060000000001,418.34950000000066,569.3170000000001,502.2409999999994,395.65000000000015,458.6545,364.4685000000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4812,E,E,275.49349999999976,503.2984999999996,528.0245000000002,516.4840000000004,650.3480000000006,604.9549999999992,547.3625000000003,560.4820000000009,544.7255000000008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4814,E,E,246.0235000000002,274.78400000000045,306.5805,376.1789999999996,406.6249999999999,369.111,341.51200000000006,362.1029999999998,235.68849999999998,,,,,,,,,,,,,,,,,,,
4817,E,E,606.2644999999998,624.519000000001,643.4605000000004,580.16,651.8774999999994,624.9169999999992,544.2680000000014,711.9054999999995,601.9065000000008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4825,E,E,90.71049999999995,114.22499999999971,79.44499999999977,156.9759999999997,183.35199999999986,132.9944999999995,100.87399999999994,102.15149999999957,81.50800000000001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4829,E,E,410.4155000000006,205.91250000000068,427.56349999999907,283.02600000000115,373.4155000000005,506.7844999999997,367.14900000000006,312.74149999999986,226.60450000000023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4830,E,E,85.82049999999985,88.48799999999997,109.4489999999997,122.88849999999991,130.99849999999992,164.88899999999896,170.1664999999994,166.4639999999998,84.58950000000057,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4831,E,E,366.13699999999994,345.84849999999955,325.0245000000007,365.13550000000015,393.2369999999998,411.8655000000002,374.03650000000005,365.96950000000004,316.51200000000057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4835,E,E,259.5300000000001,212.7030000000002,276.1935,300.5370000000001,315.93900000000025,327.441,265.0110000000003,316.05050000000045,272.99400000000014,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4842,E,E,67.1444999999997,216.07250000000002,318.6790000000004,431.82650000000046,641.2684999999994,657.6009999999993,514.1315000000001,446.27950000000055,286.9914999999996,,,,,,,,,,,,,,,,,,,
4858,E,E,301.2349999999997,360.82800000000054,550.693500000001,757.3960000000006,1097.4384999999988,1147.9455000000003,1067.4945000000007,960.8224999999982,440.85949999999883,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4861,E,E,367.8729999999993,360.3354999999988,436.6194999999998,468.3044999999995,366.0120000000004,440.0700000000002,373.9454999999999,342.78000000000054,364.1629999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4863,E,E,313.74950000000024,334.13250000000005,402.3490000000003,557.3919999999997,469.96199999999993,431.02499999999947,520.6500000000004,462.8270000000001,419.0884999999999,,,,,,,,,,,,,,,,,,,
4867,E,E,208.20549999999935,139.9559999999995,364.2764999999994,72.14249999999903,49.87299999999891,65.43799999999898,122.15349999999918,139.34599999999958,148.8154999999995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4868,E,E,628.8225000000009,618.719,465.67500000000086,594.5705000000003,612.0965000000001,615.9820000000004,491.1034999999999,555.1070000000002,605.1489999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4879,E,E,395.9004999999997,496.40350000000046,522.1669999999995,478.1775000000009,513.1909999999999,414.42349999999925,360.6839999999998,403.17849999999993,510.9099999999988,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4880,E,E,36.32599999999995,33.307999999999815,37.84249999999996,42.35600000000014,168.6904999999998,158.81599999999997,187.62399999999957,189.0409999999993,134.09999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4885,E,E,148.31250000000048,115.30800000000012,140.2105000000003,148.1134999999999,249.16800000000032,304.80299999999903,174.28450000000058,154.6220000000001,127.82149999999956,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4889,E,E,250.3744999999995,229.3735000000005,270.4145000000005,277.257,347.3034999999989,281.30049999999943,271.58100000000024,295.49900000000025,227.8915000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4891,E,E,111.04550000000022,97.83899999999997,127.36900000000037,146.23700000000005,183.60999999999981,188.5709999999999,121.8890000000006,126.53099999999993,83.84700000000005,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4894,E,E,280.4045000000002,288.18999999999943,347.0779999999997,337.277,395.1384999999997,366.694,335.3569999999996,328.9049999999992,306.6310000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4896,B,3,29.67449999999983,20.487999999999683,22.568499999999712,53.27700000000007,120.22049999999979,112.10149999999965,67.87649999999991,52.09250000000022,17.786500000000157,,,,,,,,,,,,,,,,,,,
4897,E,E,169.85399999999962,151.65449999999962,186.0785000000001,208.0584999999998,299.11100000000016,383.37949999999944,179.54700000000017,174.63200000000026,158.57900000000018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4919,E,E,275.7875000000001,274.21650000000005,342.4265000000002,330.46299999999985,374.03349999999966,342.35749999999996,314.58650000000017,331.52950000000016,290.1330000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
